;Cust_id;Year;Nationality_id;Country_booked;Nationality;Frequency;Promo_id;Recency;Country_booked_id;Score
14903;25455;2019;87;Malaysia;QA;1;2;151;2;4
14902;25454;2019;81;Singapore;PH;1;1;29;1;2
14901;25451;2019;24;Philippines;DE;1;1;29;1;2
14900;25450;2019;43;Indonesia;ID;1;1;182;1;2
14899;25447;2019;81;USA;PH;1;1;182;2;3
14914;25474;2019;43;Indonesia;ID;1;1;29;1;2
14915;25477;2019;43;Indonesia;ID;1;1;90;1;2
14916;25483;2019;42;Philippines;HU;1;2;29;1;3
14925;25496;2019;43;Russian Federation;ID;1;1;151;2;3
14932;25505;2019;81;France;PH;1;1;243;2;3
14931;25505;2019;81;Australia;PH;1;2;182;2;4
14930;25503;2019;43;United Kingdom;ID;1;1;90;2;3
14929;25499;2019;43;Indonesia;ID;1;1;90;1;2
14927;25497;2019;43;Japan;ID;1;1;304;2;3
14926;25497;2019;43;Indonesia;ID;1;1;59;1;2
14924;25495;2019;43;Indonesia;ID;1;2;29;1;3
14917;25484;2019;5;Italy;AU;1;2;243;2;4
14923;25494;2019;81;Italy;PH;1;1;59;2;3
14922;25493;2019;43;Singapore;ID;1;2;59;1;3
14921;25490;2019;43;Hong Kong;ID;1;2;29;2;4
14920;25489;2019;43;Japan;ID;1;1;59;2;3
14919;25488;2019;43;Japan;ID;1;2;363;2;4
14918;25487;2019;103;USA;US;1;2;59;2;4
14898;25446;2019;43;Indonesia;ID;1;2;29;1;3
14897;25445;2019;81;USA;PH;1;2;182;2;4
14896;25443;2019;43;Indonesia;ID;1;1;151;1;2
14868;25407;2019;43;France;ID;1;2;90;2;4
14874;25415;2019;43;Indonesia;ID;1;2;29;1;3
14873;25413;2019;43;Japan;ID;1;1;29;2;3
14872;25411;2019;43;Indonesia;ID;1;1;332;1;2
14871;25410;2019;43;Indonesia;ID;1;1;29;1;2
14870;25409;2019;43;France;ID;1;2;243;2;4
14869;25408;2019;43;South Korea;ID;1;1;90;2;3
14866;25399;2019;43;Indonesia;ID;1;2;29;1;3
14876;25418;2019;81;France;PH;1;1;182;2;3
14865;25398;2019;43;Indonesia;ID;1;2;90;1;3
14864;25397;2019;43;Indonesia;ID;1;2;363;1;3
14863;25395;2019;43;Indonesia;ID;1;2;29;1;3
14862;25391;2019;43;Indonesia;ID;1;1;151;1;2
14861;25385;2019;43;USA;ID;1;2;29;2;4
14860;25384;2019;43;France;ID;1;2;29;2;4
14875;25416;2019;43;Indonesia;ID;1;2;29;1;3
14877;25419;2019;81;Indonesia;PH;1;2;120;1;3
14895;25442;2019;81;Australia;PH;1;1;273;2;3
14888;25432;2019;5;Philippines;AU;1;2;90;1;3
14894;25440;2019;103;Indonesia;US;1;2;212;1;3
14893;25439;2019;43;Japan;ID;1;1;29;2;3
14892;25438;2019;43;Indonesia;ID;1;1;151;1;2
14891;25437;2019;81;France;PH;1;2;59;2;4
14890;25435;2019;43;Indonesia;ID;1;2;29;1;3
14889;25433;2019;35;USA;GB;1;1;59;2;3
14886;25429;2019;5;Australia;AU;1;2;243;2;4
14878;25419;2019;81;Philippines;PH;1;2;151;1;3
14884;25427;2019;103;Indonesia;US;1;2;273;1;3
14883;25427;2019;103;France;US;1;2;59;2;4
14882;25426;2019;81;USA;PH;1;2;59;2;4
14881;25424;2019;81;South Korea;PH;1;1;29;2;3
14880;25423;2019;81;South Korea;PH;1;2;273;2;4
14879;25422;2019;81;France;PH;1;2;29;2;4
14933;25506;2019;81;Japan;PH;1;1;120;2;3
14934;25507;2019;81;Indonesia;PH;1;2;59;1;3
14935;25511;2019;81;Philippines;PH;1;1;59;1;2
14982;25586;2019;43;Indonesia;ID;1;1;151;1;2
14988;25596;2019;43;Singapore;ID;1;2;59;1;3
14987;25594;2019;43;Australia;ID;1;2;273;2;4
14986;25591;2019;43;Japan;ID;1;2;59;2;4
14985;25590;2019;72;Australia;MY;1;2;243;2;4
14984;25589;2019;43;Germany;ID;1;2;212;2;4
14983;25588;2019;43;Japan;ID;1;1;120;2;3
14981;25585;2019;81;Indonesia;PH;1;1;304;1;2
14990;25602;2019;43;USA;ID;1;2;212;2;4
14980;25584;2019;81;Japan;PH;1;1;59;2;3
14979;25583;2019;43;Japan;ID;1;1;59;2;3
14978;25582;2019;103;Indonesia;US;1;2;90;1;3
14977;25580;2019;93;Singapore;SG;1;2;120;1;3
14976;25578;2019;74;USA;NL;1;1;59;2;3
14975;25577;2019;43;Indonesia;ID;1;2;59;1;3
14989;25597;2019;43;USA;ID;1;2;59;2;4
14991;25607;2019;81;Japan;PH;1;1;151;2;3
14973;25575;2019;81;Japan;PH;1;1;29;2;3
15000;25625;2019;43;India;ID;1;1;29;2;3
15006;25640;2019;43;Indonesia;ID;1;2;120;1;3
15005;25639;2019;43;Indonesia;ID;1;1;29;1;2
15004;25633;2019;43;Indonesia;ID;1;2;29;1;3
15003;25632;2019;43;Indonesia;ID;1;2;29;1;3
15002;25630;2019;81;Japan;PH;1;1;59;2;3
15001;25629;2019;43;Indonesia;ID;1;2;29;1;3
14999;25624;2019;43;Indonesia;ID;1;1;304;1;2
14992;25609;2019;43;France;ID;1;1;304;2;3
14998;25622;2019;43;Singapore;ID;1;2;29;1;3
14997;25621;2019;81;USA;PH;1;1;332;2;3
14996;25613;2019;81;Japan;PH;1;1;304;2;3
14995;25612;2019;103;France;US;1;2;90;2;4
14994;25611;2019;81;South Korea;PH;1;1;90;2;3
14993;25610;2019;43;Japan;ID;1;1;59;2;3
14974;25576;2019;5;Australia;AU;1;2;59;2;4
14972;25573;2019;103;Indonesia;US;1;2;151;1;3
14936;25513;2019;93;Australia;SG;1;2;29;2;4
14944;25528;2019;39;Japan;HK;1;2;304;2;4
14951;25535;2019;81;Japan;PH;1;1;120;2;3
14950;25534;2019;81;Philippines;PH;1;1;90;1;2
14949;25533;2019;53;France;JP;1;1;304;2;3
14947;25532;2019;93;Indonesia;SG;1;2;29;1;3
14946;25529;2019;81;Philippines;PH;1;1;243;1;2
14945;25529;2019;81;France;PH;1;2;59;2;4
14943;25525;2019;93;Finland;SG;1;1;29;2;3
14953;25541;2019;93;Thailand;SG;1;2;151;2;4
14942;25524;2019;103;France;US;1;2;29;2;4
14941;25522;2019;103;USA;US;1;1;29;2;3
14940;25519;2019;43;Indonesia;ID;1;1;29;1;2
14939;25516;2019;103;Canada;US;1;1;90;2;3
14938;25515;2019;81;United Arab Emirates;PH;1;1;29;2;3
14937;25514;2019;81;Hong Kong;PH;1;1;59;2;3
14952;25540;2019;43;Singapore;ID;1;1;29;1;2
14954;25546;2019;43;Indonesia;ID;1;2;29;1;3
14971;25570;2019;43;USA;ID;1;2;182;2;4
14963;25560;2019;93;Singapore;SG;1;1;120;1;2
14969;25570;2019;43;Australia;ID;1;2;182;2;4
14968;25568;2019;81;United Kingdom;PH;1;2;90;2;4
14967;25566;2019;81;Australia;PH;1;1;182;2;3
14966;25565;2019;103;USA;US;1;1;90;2;3
14965;25562;2019;81;France;PH;1;1;59;2;3
14964;25561;2019;43;Indonesia;ID;1;1;29;1;2
14962;25555;2019;93;Singapore;SG;1;2;151;1;3
14955;25547;2019;103;United Kingdom;US;1;2;59;2;4
14961;25554;2019;103;USA;US;1;1;29;2;3
14960;25553;2019;43;Ireland;ID;1;2;273;2;4
14959;25552;2019;16;Japan;CA;1;2;59;2;4
14958;25550;2019;43;Indonesia;ID;1;2;29;1;3
14957;25549;2019;81;Singapore;PH;1;2;29;1;3
14956;25548;2019;46;Thailand;IN;1;2;363;2;4
14859;25383;2019;81;USA;PH;1;1;59;2;3
14858;25382;2019;81;South Korea;PH;1;2;332;2;4
14857;25381;2019;43;Indonesia;ID;1;2;29;1;3
14753;25218;2019;43;Australia;ID;1;1;243;2;3
14760;25229;2019;43;Indonesia;ID;1;2;212;1;3
14758;25227;2019;43;Indonesia;ID;1;1;151;1;2
14757;25225;2019;43;France;ID;1;2;29;2;4
14756;25223;2019;43;Indonesia;ID;1;1;29;1;2
14755;25222;2019;43;Indonesia;ID;1;2;29;1;3
14754;25220;2019;43;Australia;ID;1;2;29;2;4
14752;25216;2019;43;Indonesia;ID;1;2;29;1;3
14763;25235;2019;43;Indonesia;ID;1;1;29;1;2
14751;25214;2019;43;Indonesia;ID;1;2;212;1;3
14750;25213;2019;81;Philippines;PH;1;2;90;1;3
14749;25208;2019;43;Indonesia;ID;1;1;59;1;2
14748;25205;2019;43;Indonesia;ID;1;1;90;1;2
14747;25203;2019;43;Japan;ID;1;2;363;2;4
14746;25202;2019;43;Indonesia;ID;1;2;120;1;3
14761;25232;2019;43;Indonesia;ID;1;1;151;1;2
14764;25237;2019;43;Japan;ID;1;1;29;2;3
14744;25197;2019;43;Japan;ID;1;2;59;2;4
14773;25247;2019;5;Philippines;AU;1;1;29;1;2
14779;25260;2019;43;United Kingdom;ID;1;1;90;2;3
14778;25259;2019;43;Indonesia;ID;1;1;59;1;2
14777;25253;2019;43;France;ID;1;1;120;2;3
14776;25252;2019;43;Indonesia;ID;1;2;29;1;3
14775;25251;2019;43;Indonesia;ID;1;2;29;1;3
14774;25249;2019;93;Indonesia;SG;1;2;120;1;3
14772;25246;2019;24;USA;DE;1;2;29;2;4
14765;25239;2019;43;Thailand;ID;1;2;151;2;4
14771;25245;2019;43;Finland;ID;1;1;29;2;3
14770;25245;2019;43;Denmark;ID;1;1;29;2;3
14769;25244;2019;43;Indonesia;ID;1;1;151;1;2
14768;25242;2019;43;Indonesia;ID;1;2;29;1;3
14767;25241;2019;43;Singapore;ID;1;2;59;1;3
14766;25240;2019;43;Indonesia;ID;1;2;29;1;3
14745;25199;2019;43;Indonesia;ID;1;2;182;1;3
14743;25196;2019;43;Indonesia;ID;1;1;59;1;2
14781;25261;2019;43;Singapore;ID;1;2;90;1;3
14715;25144;2019;43;Japan;ID;1;1;29;2;3
14722;25166;2019;43;Indonesia;ID;1;2;120;1;3
14721;25164;2019;43;Indonesia;ID;1;2;29;1;3
14719;25162;2019;93;Indonesia;SG;1;2;59;1;3
14718;25160;2019;43;USA;ID;1;1;273;2;3
14717;25157;2019;43;Indonesia;ID;1;2;29;1;3
14716;25154;2019;81;Switzerland;PH;1;1;151;2;3
14714;25143;2019;103;USA;US;1;1;29;2;3
14724;25168;2019;43;Indonesia;ID;1;2;29;1;3
14713;25142;2019;43;Japan;ID;1;2;90;2;4
14712;25141;2019;81;Japan;PH;1;1;90;2;3
14710;25139;2019;43;Australia;ID;1;1;304;2;3
14708;25136;2019;81;South Korea;PH;1;1;90;2;3
14707;25136;2019;81;Portugal;PH;1;1;90;2;3
14706;25136;2019;81;Japan;PH;1;1;29;2;3
14723;25167;2019;103;USA;US;1;2;120;2;4
14725;25169;2019;43;Hong Kong;ID;1;1;243;2;3
14742;25194;2019;43;Indonesia;ID;1;2;29;1;3
14735;25186;2019;43;Japan;ID;1;1;59;2;3
14741;25193;2019;43;Indonesia;ID;1;1;29;1;2
14740;25192;2019;43;South Korea;ID;1;2;29;2;4
14739;25192;2019;43;Australia;ID;1;1;243;2;3
14738;25191;2019;43;Hong Kong;ID;1;1;243;2;3
14737;25188;2019;103;USA;US;1;1;120;2;3
14736;25186;2019;43;Singapore;ID;1;2;120;1;3
14734;25185;2019;43;Indonesia;ID;1;1;29;1;2
14726;25170;2019;43;Japan;ID;1;2;59;2;4
14733;25183;2019;43;Singapore;ID;1;1;59;1;2
14732;25182;2019;43;Japan;ID;1;2;29;2;4
14731;25181;2019;43;Australia;ID;1;1;151;2;3
14730;25177;2019;81;Indonesia;PH;1;2;120;1;3
14729;25173;2019;43;Japan;ID;1;2;363;2;4
14728;25172;2019;43;Japan;ID;1;2;363;2;4
14780;25261;2019;43;Japan;ID;1;1;243;2;3
14782;25263;2019;5;USA;AU;1;2;90;2;4
14856;25380;2019;43;Indonesia;ID;1;1;29;1;2
14829;25342;2019;93;Indonesia;SG;1;2;212;1;3
14835;25352;2019;102;USA;UM;1;2;29;2;4
14834;25351;2019;43;Japan;ID;1;2;29;2;4
14833;25350;2019;81;Philippines;PH;1;2;90;1;3
14832;25349;2019;43;Indonesia;ID;1;2;363;1;3
14831;25348;2019;43;Australia;ID;1;1;332;2;3
14830;25344;2019;43;Australia;ID;1;1;59;2;3
14828;25341;2019;43;Singapore;ID;1;2;120;1;3
14838;25355;2019;43;Indonesia;ID;1;1;59;1;2
14827;25340;2019;43;Indonesia;ID;1;1;212;1;2
14826;25339;2019;43;Indonesia;ID;1;2;29;1;3
14825;25337;2019;43;Vietnam;ID;1;1;120;2;3
14824;25334;2019;43;France;ID;1;2;332;2;4
14823;25333;2019;43;USA;ID;1;2;151;2;4
14822;25333;2019;43;Thailand;ID;1;2;29;2;4
14837;25354;2019;43;Indonesia;ID;1;2;151;1;3
14839;25356;2019;43;Japan;ID;1;1;90;2;3
14820;25333;2019;43;France;ID;1;2;212;2;4
14848;25368;2019;35;USA;GB;1;2;59;2;4
14855;25379;2019;43;Indonesia;ID;1;2;29;1;3
14854;25378;2019;43;Indonesia;ID;1;2;29;1;3
14853;25377;2019;43;Indonesia;ID;1;1;304;1;2
14851;25372;2019;43;Indonesia;ID;1;2;29;1;3
14850;25370;2019;103;Philippines;US;1;1;151;1;2
14849;25369;2019;81;France;PH;1;2;29;2;4
14847;25367;2019;103;Japan;US;1;2;59;2;4
14840;25358;2019;43;Australia;ID;1;1;182;2;3
14846;25365;2019;43;France;ID;1;2;273;2;4
14845;25364;2019;43;Indonesia;ID;1;2;90;1;3
14844;25362;2019;81;Japan;PH;1;1;29;2;3
14843;25361;2019;43;Indonesia;ID;1;2;182;1;3
14842;25360;2019;43;Indonesia;ID;1;1;29;1;2
14841;25359;2019;43;Singapore;ID;1;1;182;1;2
14821;25333;2019;43;South Korea;ID;1;1;273;2;3
14819;25331;2019;43;United Kingdom;ID;1;1;59;2;3
14783;25265;2019;43;Scotland;ID;1;2;243;2;4
14792;25287;2019;5;Australia;AU;1;1;212;2;3
14798;25296;2019;43;France;ID;1;2;243;2;4
14797;25295;2019;43;Indonesia;ID;1;2;29;1;3
14796;25294;2019;43;Indonesia;ID;1;2;151;1;3
14795;25292;2019;43;Indonesia;ID;1;2;29;1;3
14794;25288;2019;43;Indonesia;ID;1;2;90;1;3
14793;25287;2019;5;Indonesia;AU;1;1;332;1;2
14791;25286;2019;43;South Korea;ID;1;2;332;2;4
14800;25297;2019;43;Indonesia;ID;1;2;29;1;3
14790;25286;2019;43;Indonesia;ID;1;2;29;1;3
14789;25284;2019;103;Singapore;US;1;1;90;1;2
14788;25283;2019;43;Indonesia;ID;1;2;29;1;3
14787;25280;2019;43;Indonesia;ID;1;2;151;1;3
14786;25279;2019;43;Indonesia;ID;1;2;59;1;3
14785;25278;2019;43;Indonesia;ID;1;2;29;1;3
14799;25296;2019;43;Switzerland;ID;1;2;273;2;4
14801;25299;2019;43;USA;ID;1;1;90;2;3
14818;25328;2019;103;Canada;US;1;1;90;2;3
14811;25312;2019;81;Philippines;PH;1;2;212;1;3
14817;25325;2019;43;Indonesia;ID;1;2;29;1;3
14816;25324;2019;43;Japan;ID;1;1;120;2;3
14815;25324;2019;43;Indonesia;ID;1;2;29;1;3
14814;25316;2019;93;USA;SG;1;1;212;2;3
14813;25314;2019;81;Indonesia;PH;1;1;120;1;2
14812;25313;2019;81;Philippines;PH;1;1;120;1;2
14810;25310;2019;43;Japan;ID;1;1;59;2;3
14802;25300;2019;43;Australia;ID;1;1;151;2;3
14809;25309;2019;93;Singapore;SG;1;2;29;1;3
14808;25308;2019;43;Indonesia;ID;1;2;29;1;3
14807;25307;2019;43;Indonesia;ID;1;2;29;1;3
14806;25305;2019;5;Indonesia;AU;1;2;151;1;3
14805;25304;2019;43;South Korea;ID;1;1;90;2;3
14803;25302;2019;43;Indonesia;ID;1;1;59;1;2
15007;25640;2019;43;Spain;ID;1;2;120;2;4
15008;25644;2019;43;Indonesia;ID;1;1;59;1;2
15009;25646;2019;43;Hong Kong;ID;1;1;59;2;3
15206;25998;2019;43;Indonesia;ID;1;1;182;1;2
15212;26009;2019;81;Japan;PH;1;2;59;2;4
15211;26008;2019;5;Vietnam;AU;1;1;29;2;3
15210;26007;2019;0;Italy;AE;1;1;273;2;3
15209;26006;2019;54;France;KH;1;2;273;2;4
15208;26003;2019;53;USA;JP;1;1;90;2;3
15207;25998;2019;43;USA;ID;1;1;90;2;3
15205;25995;2019;43;Indonesia;ID;1;1;59;1;2
15214;26013;2019;81;Japan;PH;1;2;90;2;4
15204;25990;2019;81;Japan;PH;1;2;151;2;4
15203;25989;2019;43;Indonesia;ID;1;1;182;1;2
15202;25989;2019;43;France;ID;1;1;29;2;3
15201;25988;2019;43;France;ID;1;1;90;2;3
15200;25987;2019;93;Singapore;SG;1;2;151;1;3
15198;25985;2019;43;USA;ID;1;2;90;2;4
15213;26012;2019;43;Australia;ID;1;1;90;2;3
15215;26017;2019;43;Japan;ID;1;2;29;2;4
15196;25984;2019;43;Indonesia;ID;1;2;29;1;3
15224;26034;2019;43;Netherlands;ID;1;1;29;2;3
15230;26046;2019;43;Indonesia;ID;1;1;59;1;2
15229;26044;2019;51;France;IT;1;1;29;2;3
15228;26042;2019;43;Indonesia;ID;1;2;29;1;3
15227;26041;2019;35;United Kingdom;GB;1;2;212;2;4
15226;26040;2019;81;Philippines;PH;1;2;59;1;3
15225;26037;2019;43;Japan;ID;1;2;59;2;4
15223;26033;2019;43;Indonesia;ID;1;2;29;1;3
15216;26018;2019;43;Indonesia;ID;1;2;151;1;3
15222;26032;2019;43;Indonesia;ID;1;2;29;1;3
15221;26030;2019;97;South Korea;TH;1;1;120;2;3
15220;26027;2019;103;France;US;1;1;29;2;3
15219;26025;2019;43;Indonesia;ID;1;2;29;1;3
15218;26022;2019;43;Indonesia;ID;1;1;59;1;2
15217;26020;2019;43;Indonesia;ID;1;2;151;1;3
15197;25985;2019;43;Japan;ID;1;1;29;2;3
15195;25981;2019;43;Indonesia;ID;1;1;59;1;2
15232;26048;2019;103;Italy;US;1;2;29;2;4
15169;25923;2019;43;Indonesia;ID;1;1;151;1;2
15175;25937;2019;43;Indonesia;ID;1;2;90;1;3
15174;25935;2019;81;Japan;PH;1;1;59;2;3
15173;25931;2019;81;Singapore;PH;1;2;59;1;3
15172;25930;2019;103;South Korea;US;1;2;29;2;4
15171;25928;2019;81;South Korea;PH;1;2;29;2;4
15170;25927;2019;43;Singapore;ID;1;1;243;1;2
15168;25921;2019;43;Thailand;ID;1;2;59;2;4
15177;25942;2019;93;Australia;SG;1;2;29;2;4
15167;25919;2019;43;Indonesia;ID;1;2;29;1;3
15166;25918;2019;103;Turkey;US;1;1;59;2;3
15165;25916;2019;43;Japan;ID;1;2;363;2;4
15164;25914;2019;43;Indonesia;ID;1;1;29;1;2
15163;25913;2019;43;Indonesia;ID;1;1;29;1;2
15162;25912;2019;103;Singapore;US;1;2;29;1;3
15176;25938;2019;43;France;ID;1;2;304;2;4
15178;25943;2019;43;Japan;ID;1;2;304;2;4
15194;25979;2019;93;Indonesia;SG;1;2;120;1;3
15187;25966;2019;43;Indonesia;ID;1;2;273;1;3
15193;25978;2019;81;France;PH;1;2;212;2;4
15192;25977;2019;43;Japan;ID;1;2;29;2;4
15191;25975;2019;5;Japan;AU;1;1;304;2;3
15190;25973;2019;43;Indonesia;ID;1;2;29;1;3
15189;25972;2019;103;France;US;1;2;182;2;4
15188;25967;2019;43;Malaysia;ID;1;1;243;2;3
15186;25965;2019;43;USA;ID;1;1;304;2;3
15179;25944;2019;43;USA;ID;1;2;212;2;4
15185;25964;2019;43;France;ID;1;2;243;2;4
15184;25962;2019;43;Australia;ID;1;1;59;2;3
15183;25956;2019;81;Indonesia;PH;1;2;29;1;3
15182;25948;2019;43;Australia;ID;1;2;182;2;4
15181;25947;2019;43;Singapore;ID;1;1;304;1;2
15180;25947;2019;43;Indonesia;ID;1;1;29;1;2
15231;26047;2019;43;Indonesia;ID;1;1;151;1;2
15233;26049;2019;43;Indonesia;ID;1;2;120;1;3
15159;25908;2019;81;Japan;PH;1;1;29;2;3
15282;26132;2019;93;France;SG;1;1;59;2;3
15288;26148;2019;81;Philippines;PH;1;1;90;1;2
15287;26145;2019;43;Japan;ID;1;2;29;2;4
15286;26144;2019;81;France;PH;1;2;273;2;4
15285;26143;2019;103;USA;US;1;1;29;2;3
15284;26141;2019;81;Thailand;PH;1;1;151;2;3
15283;26136;2019;81;France;PH;1;1;304;2;3
15281;26131;2019;103;Spain;US;1;1;363;2;3
15290;26158;2019;43;Japan;ID;1;1;304;2;3
15280;26127;2019;93;Japan;SG;1;2;29;2;4
15279;26123;2019;81;Philippines;PH;1;1;59;1;2
15278;26120;2019;81;Japan;PH;1;1;90;2;3
15277;26117;2019;43;Indonesia;ID;1;1;90;1;2
15275;26112;2019;103;USA;US;1;1;182;2;3
15274;26111;2019;93;Australia;SG;1;1;120;2;3
15289;26151;2019;39;Japan;HK;1;2;363;2;4
15291;26160;2019;39;Denmark;HK;1;1;120;2;3
15272;26109;2019;81;Singapore;PH;1;1;90;1;2
15301;26173;2019;43;Indonesia;ID;1;1;151;1;2
15307;26180;2019;43;Japan;ID;1;1;151;2;3
15306;26178;2019;93;Japan;SG;1;1;120;2;3
15305;26177;2019;43;Indonesia;ID;1;2;182;1;3
15304;26175;2019;43;Indonesia;ID;1;1;151;1;2
15303;26175;2019;43;France;ID;1;1;243;2;3
15302;26174;2019;43;Indonesia;ID;1;2;90;1;3
15300;26172;2019;43;Singapore;ID;1;2;29;1;3
15292;26160;2019;39;United Kingdom;HK;1;1;120;2;3
15299;26171;2019;43;USA;ID;1;2;90;2;4
15298;26170;2019;72;Japan;MY;1;2;29;2;4
15297;26168;2019;43;Hong Kong;ID;1;1;182;2;3
15295;26165;2019;43;Singapore;ID;1;2;29;1;3
15294;26163;2019;43;Indonesia;ID;1;1;363;1;2
15293;26161;2019;81;Philippines;PH;1;1;273;1;2
15273;26110;2019;43;Indonesia;ID;1;2;273;1;3
15271;26107;2019;93;Singapore;SG;1;1;151;1;2
15234;26050;2019;56;South Korea;KR;1;1;90;2;3
15244;26068;2019;43;Japan;ID;1;1;59;2;3
15250;26076;2019;72;Indonesia;MY;1;1;212;1;2
15249;26075;2019;43;Australia;ID;1;1;243;2;3
15248;26074;2019;5;Japan;AU;1;2;29;2;4
15247;26074;2019;5;Australia;AU;1;1;59;2;3
15246;26073;2019;103;Singapore;US;1;2;90;1;3
15245;26072;2019;43;Australia;ID;1;2;59;2;4
15243;26064;2019;43;Indonesia;ID;1;2;59;1;3
15252;26081;2019;81;South Korea;PH;1;1;120;2;3
15242;26062;2019;43;Indonesia;ID;1;1;59;1;2
15241;26061;2019;103;Philippines;US;1;2;29;1;3
15238;26056;2019;81;Japan;PH;1;2;29;2;4
15237;26053;2019;103;Philippines;US;1;1;212;1;2
15236;26052;2019;51;USA;IT;1;1;59;2;3
15235;26051;2019;43;Malaysia;ID;1;1;182;2;3
15251;26078;2019;43;Indonesia;ID;1;1;332;1;2
15253;26082;2019;43;Indonesia;ID;1;2;29;1;3
15269;26106;2019;81;Japan;PH;1;1;90;2;3
15262;26096;2019;81;Japan;PH;1;1;273;2;3
15268;26104;2019;99;Mexico;TW;1;1;29;2;3
15267;26103;2019;81;Philippines;PH;1;1;90;1;2
15266;26102;2019;43;South Korea;ID;1;1;273;2;3
15265;26100;2019;103;USA;US;1;1;59;2;3
15264;26099;2019;43;Indonesia;ID;1;2;29;1;3
15263;26098;2019;43;Indonesia;ID;1;1;29;1;2
15261;26094;2019;43;Indonesia;ID;1;1;151;1;2
15254;26083;2019;43;Singapore;ID;1;1;90;1;2
15260;26092;2019;43;Indonesia;ID;1;2;29;1;3
15259;26091;2019;43;Indonesia;ID;1;1;151;1;2
15258;26090;2019;43;Indonesia;ID;1;1;212;1;2
15257;26088;2019;81;Japan;PH;1;1;304;2;3
15256;26087;2019;43;Indonesia;ID;1;2;29;1;3
15255;26086;2019;93;Japan;SG;1;2;29;2;4
15160;25909;2019;81;South Korea;PH;1;2;29;2;4
15158;25907;2019;81;Thailand;PH;1;1;243;2;3
15010;25647;2019;43;Indonesia;ID;1;2;29;1;3
15055;25728;2019;81;Philippines;PH;1;1;59;1;2
15061;25732;2019;81;USA;PH;1;1;29;2;3
15060;25732;2019;81;Thailand;PH;1;1;273;2;3
15059;25732;2019;81;Japan;PH;1;1;332;2;3
15058;25732;2019;81;Australia;PH;1;1;59;2;3
15057;25731;2019;43;Singapore;ID;1;1;59;1;2
15056;25729;2019;81;Philippines;PH;1;1;182;1;2
15054;25723;2019;68;Myanmar;MM;1;2;90;2;4
15063;25735;2019;72;Japan;MY;1;1;59;2;3
15053;25722;2019;93;Japan;SG;1;1;243;2;3
15052;25720;2019;103;USA;US;1;1;212;2;3
15051;25719;2019;103;France;US;1;2;151;2;4
15050;25717;2019;43;Japan;ID;1;1;90;2;3
15049;25713;2019;43;Indonesia;ID;1;1;29;1;2
15048;25710;2019;43;Indonesia;ID;1;1;273;1;2
15062;25734;2019;5;Japan;AU;1;2;29;2;4
15064;25736;2019;43;Indonesia;ID;1;1;29;1;2
15046;25707;2019;43;Indonesia;ID;1;2;29;1;3
15073;25751;2019;93;Indonesia;SG;1;2;29;1;3
15079;25762;2019;43;France;ID;1;2;304;2;4
15078;25760;2019;81;USA;PH;1;1;273;2;3
15077;25759;2019;93;Indonesia;SG;1;2;363;1;3
15076;25756;2019;43;France;ID;1;2;29;2;4
15075;25755;2019;81;Japan;PH;1;1;90;2;3
15074;25752;2019;93;Hong Kong;SG;1;1;273;2;3
15072;25750;2019;43;Indonesia;ID;1;1;151;1;2
15065;25737;2019;43;Japan;ID;1;1;90;2;3
15071;25749;2019;43;Australia;ID;1;1;243;2;3
15070;25748;2019;43;Australia;ID;1;1;182;2;3
15069;25747;2019;43;Hong Kong;ID;1;1;59;2;3
15068;25745;2019;43;Indonesia;ID;1;1;243;1;2
15067;25744;2019;43;Japan;ID;1;2;29;2;4
15066;25743;2019;43;United Arab Emirates;ID;1;2;59;2;4
15047;25708;2019;43;France;ID;1;1;273;2;3
15045;25705;2019;81;South Africa;PH;1;2;151;2;4
15081;25767;2019;43;Indonesia;ID;1;1;29;1;2
15018;25664;2019;81;France;PH;1;2;29;2;4
15024;25674;2019;81;South Korea;PH;1;2;273;2;4
15023;25672;2019;16;Philippines;CA;1;2;29;1;3
15022;25671;2019;43;Indonesia;ID;1;2;29;1;3
15021;25670;2019;43;Indonesia;ID;1;2;29;1;3
15020;25666;2019;81;Japan;PH;1;2;243;2;4
15019;25665;2019;43;Indonesia;ID;1;1;151;1;2
15017;25663;2019;43;Indonesia;ID;1;2;29;1;3
15026;25676;2019;43;South Korea;ID;1;1;273;2;3
15016;25661;2019;81;Hong Kong;PH;1;2;332;2;4
15015;25660;2019;76;Singapore;NZ;1;2;29;1;3
15014;25659;2019;5;New Zealand;AU;1;1;151;2;3
15013;25657;2019;81;Singapore;PH;1;2;59;1;3
15012;25654;2019;83;France;PN;1;2;243;2;4
15011;25653;2019;93;Indonesia;SG;1;2;273;1;3
15025;25675;2019;91;USA;SA;1;1;120;2;3
15027;25678;2019;5;Australia;AU;1;1;29;2;3
15044;25702;2019;81;Thailand;PH;1;2;90;2;4
15036;25695;2019;43;Spain;ID;1;1;332;2;3
15043;25702;2019;81;Philippines;PH;1;2;29;1;3
15042;25702;2019;81;Japan;PH;1;1;59;2;3
15041;25700;2019;43;Indonesia;ID;1;1;59;1;2
15040;25699;2019;43;Japan;ID;1;1;212;2;3
15039;25698;2019;5;Japan;AU;1;1;59;2;3
15038;25697;2019;43;Indonesia;ID;1;2;29;1;3
15035;25692;2019;43;Indonesia;ID;1;2;29;1;3
15028;25680;2019;43;Indonesia;ID;1;2;29;1;3
